sample_id,label,source_dataset,label_type,latitude,longitude,acquisition_time,firms_observation_id,cloud_cover,industrial_distance_km,osm_industrial_type,bands,image_path,quality,notes
wf_sen2fire_0011,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.471953,23.824258,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0011.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_11_11.npz (3234 fire px)
wf_sen2fire_0012,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.539922,23.903359,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0012.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_2_11.npz (6534 fire px)
wf_sen2fire_0013,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.548711,23.870156,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0013.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_2_12.npz (81054 fire px)
wf_sen2fire_0014,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.55125,23.853945,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0014.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_2_13.npz (88693 fire px)
wf_sen2fire_0015,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.551641,23.867031,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0015.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_2_14.npz (82467 fire px)
wf_sen2fire_0016,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.547539,23.835586,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0016.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_2_15.npz (50490 fire px)
wf_sen2fire_0017,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.5325,23.834609,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0017.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_20_10.npz (35588 fire px)
wf_sen2fire_0018,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.551836,23.908828,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0018.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_20_8.npz (2024 fire px)
wf_sen2fire_0019,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.544805,23.867617,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0019.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_20_9.npz (64520 fire px)
wf_sen2fire_0020,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.479961,23.83168,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0020.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_21_10.npz (7468 fire px)
wf_sen2fire_0021,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.517461,23.90043,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0021.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_21_8.npz (25234 fire px)
wf_sen2fire_0022,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.513164,23.848281,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0022.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_21_9.npz (114603 fire px)
wf_sen2fire_0023,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.519219,23.832656,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0023.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_10.npz (39204 fire px)
wf_sen2fire_0024,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.532891,23.898672,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0024.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_20.npz (16632 fire px)
wf_sen2fire_0025,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.543047,23.863125,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0025.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_21.npz (75828 fire px)
wf_sen2fire_0026,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.54832,23.840859,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0026.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_22.npz (55281 fire px)
wf_sen2fire_0027,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.563945,23.812148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0027.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_23.npz (1464 fire px)
wf_sen2fire_0028,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.540703,23.889297,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0028.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_8.npz (33672 fire px)
wf_sen2fire_0029,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.522734,23.856875,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0029.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_22_9.npz (142245 fire px)
wf_sen2fire_0030,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.476445,23.81293,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0030.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_10.npz (2144 fire px)
wf_sen2fire_0031,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.565117,23.903359,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0031.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_11.npz (3234 fire px)
wf_sen2fire_0032,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.565117,23.83168,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0032.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_12.npz (4851 fire px)
wf_sen2fire_0033,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.476445,23.906484,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0033.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_20.npz (2278 fire px)
wf_sen2fire_0034,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.487578,23.877187,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0034.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_21.npz (46749 fire px)
wf_sen2fire_0035,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.505156,23.852187,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0035.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_22.npz (96930 fire px)
wf_sen2fire_0036,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.502227,23.812148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0036.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_23.npz (4752 fire px)
wf_sen2fire_0037,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.515508,23.881289,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0037.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_8.npz (101519 fire px)
wf_sen2fire_0038,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.510234,23.835977,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0038.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_23_9.npz (84383 fire px)
wf_sen2fire_0039,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.556523,23.901992,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0039.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_10.npz (11016 fire px)
wf_sen2fire_0040,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.531133,23.865273,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0040.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_11.npz (26668 fire px)
wf_sen2fire_0041,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.50457,23.83168,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0041.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_12.npz (19602 fire px)
wf_sen2fire_0042,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.543242,23.907461,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0042.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_7.npz (4950 fire px)
wf_sen2fire_0043,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.534648,23.865273,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0043.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_8.npz (59155 fire px)
wf_sen2fire_0044,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.499688,23.82875,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0044.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_24_9.npz (21832 fire px)
wf_sen2fire_0045,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.52918,23.844766,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0045.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_10.npz (75394 fire px)
wf_sen2fire_0046,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.488359,23.82875,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0046.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_11.npz (19000 fire px)
wf_sen2fire_0047,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.567461,23.902578,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0047.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_24.npz (1800 fire px)
wf_sen2fire_0048,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.559648,23.873672,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0048.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_25.npz (30816 fire px)
wf_sen2fire_0049,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.559844,23.819961,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0049.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_26.npz (10740 fire px)
wf_sen2fire_0050,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.522344,23.898477,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0050.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_7.npz (27150 fire px)
wf_sen2fire_0051,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.524102,23.866445,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0051.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_8.npz (167042 fire px)
wf_sen2fire_0052,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.536406,23.857656,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0052.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_25_9.npz (164243 fire px)
wf_sen2fire_0053,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.490703,23.846523,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0053.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_10.npz (35315 fire px)
wf_sen2fire_0054,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.526836,23.851992,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0054.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_11.npz (49302 fire px)
wf_sen2fire_0055,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.513359,23.895742,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0055.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_24.npz (24750 fire px)
wf_sen2fire_0056,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.506914,23.861758,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0056.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_25.npz (119790 fire px)
wf_sen2fire_0057,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.499883,23.821719,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0057.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_26.npz (29997 fire px)
wf_sen2fire_0058,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.470391,23.897695,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0058.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_7.npz (625 fire px)
wf_sen2fire_0059,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.495586,23.885195,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0059.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_8.npz (64915 fire px)
wf_sen2fire_0060,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.495977,23.852578,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0060.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_26_9.npz (124033 fire px)
wf_sen2fire_0061,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.471563,23.858047,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0061.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_27_11.npz (3383 fire px)
wf_sen2fire_0062,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.471563,23.849453,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0062.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_27_25.npz (1683 fire px)
wf_sen2fire_0063,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.561406,23.893594,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0063.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_28_11.npz (14442 fire px)
wf_sen2fire_0064,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.544023,23.845937,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0064.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_28_12.npz (32607 fire px)
wf_sen2fire_0065,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.550078,23.877187,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0065.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_29_10.npz (27201 fire px)
wf_sen2fire_0066,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.514141,23.878555,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0066.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_29_11.npz (77280 fire px)
wf_sen2fire_0067,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.503594,23.829922,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0067.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_29_12.npz (57717 fire px)
wf_sen2fire_0068,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.561016,23.900234,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0068.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_29_15.npz (8817 fire px)
wf_sen2fire_0069,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.555742,23.837148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0069.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_29_16.npz (24825 fire px)
wf_sen2fire_0070,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.472148,23.903359,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0070.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_3_11.npz (1584 fire px)
wf_sen2fire_0071,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.498516,23.876797,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0071.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_3_12.npz (105147 fire px)
wf_sen2fire_0072,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.493633,23.846523,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0072.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_3_13.npz (94536 fire px)
wf_sen2fire_0073,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.4825,23.862344,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0073.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_3_14.npz (58392 fire px)
wf_sen2fire_0074,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.480938,23.832461,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0074.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_3_15.npz (27615 fire px)
wf_sen2fire_0075,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.507305,23.888125,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0075.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_30_10.npz (46385 fire px)
wf_sen2fire_0076,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.535039,23.837734,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0076.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_30_11.npz (63736 fire px)
wf_sen2fire_0077,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.489336,23.899648,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0077.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_30_15.npz (11017 fire px)
wf_sen2fire_0078,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.486602,23.835391,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0078.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_30_16.npz (25001 fire px)
wf_sen2fire_0079,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.47625,23.901992,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0079.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_10.npz (5265 fire px)
wf_sen2fire_0080,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.500859,23.858828,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0080.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_11.npz (42536 fire px)
wf_sen2fire_0081,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.528008,23.850234,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0081.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_12.npz (25938 fire px)
wf_sen2fire_0082,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.564922,23.907656,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0082.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_14.npz (1122 fire px)
wf_sen2fire_0083,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.560039,23.86625,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0083.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_15.npz (30198 fire px)
wf_sen2fire_0084,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.564922,23.821523,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0084.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_31_16.npz (6120 fire px)
wf_sen2fire_0085,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.477422,23.887148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0085.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_32_11.npz (7700 fire px)
wf_sen2fire_0086,WILDFIRE,SEN2FIRE,GROUND_TRUTH,38.477422,23.815859,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0086.npz,GOOD,Sen2Fire genuine wildfire: scene1/scene1/scene_1_patch_32_12.npz (4774 fire px)
